epoch,balanced_ce
1,0.8521706764162942
2,0.8248820378529754
3,0.822589163583788
4,0.825384721159935
5,0.820077871395783
6,0.817572630095211
7,0.8184977034106851
8,0.8189976222135804
9,0.8176963928748261
10,0.8196509125727144
11,0.8202262552116405
12,0.8172180138697679
13,0.8150328727100383
14,0.8145190175114707
15,0.8111212877556682
16,0.8064566468819976
17,0.813635847277262
18,0.8175107592039488
19,0.8204323164272037
20,0.8167203016240489
21,0.8083685291931033
22,0.8159316899254918
23,0.8143166386607018
24,0.8187851492654193
25,0.8246984421698884
26,0.8131222068755464
27,0.8148486781865358
28,0.8177606470205567
29,0.8207444499500773
30,0.8185936073687944
31,0.8147955311631615
32,0.8111673353070562
33,0.8086937148631974
34,0.8182811069894921
35,0.8152785730463538
36,0.8175204691731117
37,0.812263604930856
38,0.8204021165994081
39,0.8125129025429487
40,0.815606970763342
41,0.8113781460984186
42,0.8071790415454995
43,0.8155467044562101
44,0.8150238429450176
45,0.8218271938914602
46,0.8118576476858421
47,0.805123451419852
48,0.8132222385399721
49,0.816405632533133
50,0.8215211659500544
51,0.8159063234078613
52,0.8099960462952202
53,0.8079666216773066
54,0.8121549568393014
55,0.8070666308260777
56,0.81550365364687
57,0.8103996939449147
58,0.81023604829203
59,0.8130296997895295
60,0.813225878063928
61,0.8150639948858456
62,0.8133571716872129
63,0.8156622855670073
64,0.8174279451539571
65,0.8114890515465628
66,0.809351635588841
67,0.80765458247201
68,0.819480914961208
69,0.8074569094248794
70,0.814211248928173
71,0.8174360871145671
72,0.8090729680420323
73,0.8130486695603891
74,0.8098902030085976
75,0.8156596042046492
76,0.8096504202112556
77,0.8112356628883969
78,0.8190928701819344
79,0.8172454553740945
80,0.815315124832771
81,0.8071482837708159
82,0.8122929277914491
83,0.8128619937395508
84,0.8098734162578528
85,0.8121038348498669
86,0.8146256789226424
87,0.8153248969465494
88,0.8087161623618819
89,0.8106693690642715
90,0.8022733724422075
91,0.8075306242839857
92,0.8153655691580339
93,0.817864723672921
94,0.819900394840674
95,0.8127001927826892
96,0.8154581587084315
97,0.8103732954372059
98,0.8101238507608121
99,0.8105107883668758
100,0.804551007903435
