epoch,balanced_ce
1,0.851556792770597
2,0.8298486328937791
3,0.8265096100724556
4,0.8263120570812713
5,0.8241511921144344
6,0.8175713291222398
7,0.8252222933383151
8,0.8201923178170215
9,0.8157383345744826
10,0.8198508257892999
11,0.8199073168533769
12,0.819145270792598
13,0.8204845598136837
14,0.8192238358950074
15,0.8135387766259637
16,0.8082481094382026
17,0.8163824924691157
18,0.822437651286071
19,0.8216187289323319
20,0.8171789250759915
21,0.8109704394909468
22,0.8185373071411793
23,0.8178470483557745
24,0.8168743196874857
25,0.8241365470669486
26,0.8146620927039873
27,0.8181914603337646
28,0.8193600606173277
29,0.8222022692418911
30,0.8176984604109417
31,0.8199584846469489
32,0.8128547338260845
33,0.8117490172894164
34,0.8200748046352104
35,0.815985781817951
36,0.8161178939891133
37,0.8164395931261507
38,0.8224876747381958
39,0.8146072525361722
40,0.8192572199993513
41,0.8145309504629537
42,0.807218509556895
43,0.817292972637171
44,0.8175879381597042
45,0.8231311765584078
46,0.8101846491917968
47,0.8096134573729201
48,0.8187686204063621
49,0.8199094720184803
50,0.8209347737614404
51,0.8182388820092786
52,0.8129217833788558
53,0.8139690242877061
54,0.8147779450836506
55,0.8109236448495225
56,0.8177409123798663
57,0.8137197843329473
58,0.8121585174548355
59,0.8171612560241059
60,0.8123786287720908
61,0.8167413470589302
62,0.8164813295006752
63,0.8176062273030932
64,0.8202184904366732
65,0.8134805125777017
66,0.8119189916178584
67,0.8101237991994078
68,0.8215413645587184
69,0.812699256718836
70,0.8168984435668046
71,0.8185234272175215
72,0.8123360382900997
73,0.8162140241739425
74,0.8135557024824348
75,0.8185131778432564
76,0.8145262808962301
77,0.8151742031120441
78,0.8195945027030327
79,0.8200536147606644
80,0.8158278225667097
81,0.8109591032632373
82,0.8149781288917769
83,0.816937184553932
84,0.8112002356316556
85,0.8156632298434322
86,0.8164184350859035
87,0.8153166700662537
88,0.8114949489351023
89,0.813608161681755
90,0.8064634646712379
91,0.8113749623298645
92,0.8156768216497519
93,0.8185988193885847
94,0.8167772549627856
95,0.8150311812589114
96,0.8185730910944667
97,0.8101713586259972
98,0.8124271350997415
99,0.8118091685358774
100,0.8092213665897195
