epoch,balanced_ce
1,0.8406207308342512
2,0.8231870794499462
3,0.8215534358539365
4,0.8234274779361758
5,0.8168201953680678
6,0.8129447631707246
7,0.8159668009558861
8,0.8090286977927793
9,0.8095539597455751
10,0.8144613228399645
11,0.814503406682475
12,0.808892978778617
13,0.8103661459277977
14,0.8105172474275936
15,0.8060260500589554
16,0.801162244328721
17,0.8082598860121586
18,0.8124648204750635
19,0.8165234965695576
20,0.8091491246595979
21,0.802396028810604
22,0.8108911882577972
23,0.8097888899289749
24,0.8100647061893885
25,0.818699296479198
26,0.8086091489954428
27,0.810081538405608
28,0.8107003709301353
29,0.8140505121343515
30,0.8116446157748048
31,0.811418874358589
32,0.8063873446292498
33,0.8053072158416564
34,0.8124704433774407
35,0.8090327910401605
36,0.8118156081234867
37,0.8098792493004691
38,0.8159735457633029
39,0.8067641334438865
40,0.8121406402946874
41,0.8062552427026358
42,0.8007858820598234
43,0.81081193363802
44,0.8106377485462211
45,0.8153096765110438
46,0.8027884637598287
47,0.7989016717977144
48,0.8078918230973862
49,0.8098974752832543
50,0.8140763876621019
51,0.8077111769975587
52,0.803098276511512
53,0.8047061966393482
54,0.8065419901501049
55,0.8015519626099955
56,0.8090519689192827
57,0.8077428111467849
58,0.8021888442506845
59,0.8082713765854185
60,0.8021628607741811
61,0.8106006965549155
62,0.8078604957766153
63,0.8082756892015989
64,0.811351344074038
65,0.8067090431736275
66,0.803187087262896
67,0.8031864918937738
68,0.811746263707226
69,0.8013898051259193
70,0.8070238215679472
71,0.8115003815090115
72,0.8042583922770891
73,0.8067752961916003
74,0.8066680516031656
75,0.8118674212389372
76,0.8033994745293801
77,0.8040293569422581
78,0.8115900504318151
79,0.8121040087531913
80,0.8068467367609794
81,0.8008581282232295
82,0.8049738502807238
83,0.8089332534846935
84,0.7990685998546806
85,0.8047941162843596
86,0.8087455412711609
87,0.8081477072767236
88,0.8019747131250121
89,0.8057702331888404
90,0.7985059904273261
91,0.8034398133273829
92,0.8098538029430942
93,0.8101392130960118
94,0.8116900553418831
95,0.807479511607777
96,0.8073880859566006
97,0.8023682193491947
98,0.8047326904806223
99,0.806605392305011
100,0.8014471787451343
