epoch,balanced_ce
1,0.7960673223503612
2,0.7777457813816991
3,0.7799496125768531
4,0.7807701456953179
5,0.7737918403846297
6,0.7720205641605637
7,0.7741215606643395
8,0.7669532342221249
9,0.7717653532004491
10,0.7733060019937429
11,0.7723671423948624
12,0.7693120154806159
13,0.7706660235469992
14,0.7705628026107495
15,0.7676076027141376
16,0.7619594382968816
17,0.7704034331254661
18,0.7706806038252332
19,0.7737273262305693
20,0.768258854069493
21,0.7618970292705026
22,0.7694200518625703
23,0.7706794267181646
24,0.7701695034788414
25,0.775134683078663
26,0.7689060036262328
27,0.7681674662638794
28,0.7726840283298357
29,0.772817166606811
30,0.7719899414276535
31,0.7729362383146178
32,0.7651813117448579
33,0.7646330928599293
34,0.772207768549296
35,0.7686738389628854
36,0.7707169123247943
37,0.7713713424110954
38,0.7756984873928807
39,0.7690159072252837
40,0.7713816455480728
41,0.7681660200045868
42,0.7618011899969794
43,0.772538460791111
44,0.7700788711451672
45,0.7767287724736062
46,0.7642062595114112
47,0.7600641399621964
48,0.766791753386232
49,0.7717280558056452
50,0.7734684856100515
51,0.7672910568389025
52,0.7636869761415503
53,0.7646074804731391
54,0.7677298178049651
55,0.7598904372108254
56,0.7697104335847226
57,0.7670712750405073
58,0.762149229391732
59,0.7702650090002201
60,0.7622503314844586
61,0.7707680545916612
62,0.767932001458989
63,0.7674199446019802
64,0.77045416620306
65,0.7665227364579384
66,0.7640689979730682
67,0.764835826290602
68,0.7721205728805878
69,0.7596214944496751
70,0.7692120366475799
71,0.7718407511711121
72,0.7649332782761618
73,0.7672937356612899
74,0.7682818295434117
75,0.7715461126274683
76,0.7637101903727109
77,0.7634333881803534
78,0.7729635852473703
79,0.7709917299110781
80,0.7696040044962005
81,0.7597420827739618
82,0.7650380182418633
83,0.768251518549567
84,0.7613894353536043
85,0.7657879269258543
86,0.7688573904504831
87,0.7681562715125355
88,0.7612775874493475
89,0.767678698694164
90,0.7606789846481248
91,0.7644621842456135
92,0.7706746696071192
93,0.7716233485632322
94,0.7737588252533566
95,0.7663049426099117
96,0.7676503170196983
97,0.7628172650425271
98,0.7653554080223496
99,0.7688656141981483
100,0.7606448420662094
