epoch,balanced_ce
1,0.7886295339769938
2,0.7710364058783109
3,0.7669999382712624
4,0.7683201878416267
5,0.7677599817345088
6,0.7619846843352373
7,0.7634562630714341
8,0.7596889447674833
9,0.7602518123828552
10,0.7594247407872569
11,0.7621879100122235
12,0.7624519844962792
13,0.7619313867762685
14,0.7615476478399201
15,0.7594677048142661
16,0.7516653819686987
17,0.7566215581345287
18,0.7629217120226134
19,0.7628695270554586
20,0.7598270904272795
21,0.7545943003655835
22,0.7573991152881221
23,0.7618621555580334
24,0.7613034779205918
25,0.7641996441578324
26,0.7587753679518673
27,0.7589627993716435
28,0.763204657218673
29,0.7623243801803752
30,0.7606758800419894
31,0.7630072911693291
32,0.7563825136643242
33,0.75286513465372
34,0.762004968879575
35,0.7585678390142593
36,0.7568355173465203
37,0.7575298709456216
38,0.7602381575852633
39,0.7596508360213854
40,0.7622824610972946
41,0.7593777630562809
42,0.7504957717928019
43,0.7592930825935169
44,0.7583338677544486
45,0.7675616272132505
46,0.7536746419288896
47,0.7510251479900696
48,0.7588019703768871
49,0.7604325868358667
50,0.7601685837249864
51,0.7595746710219167
52,0.7564867727289145
53,0.754632200918753
54,0.7571727994998748
55,0.7540454407307234
56,0.7591375453736294
57,0.7575887163085017
58,0.7533648717640475
59,0.757018386894329
60,0.754449367353862
61,0.759691574272107
62,0.7571626088835977
63,0.7555585448545489
64,0.7590255076912317
65,0.7544058231975544
66,0.7578759525309909
67,0.7524251761761579
68,0.7615765470334075
69,0.7532768496735529
70,0.7590760757130656
71,0.7597303639420054
72,0.7548520070585337
73,0.756124487485398
74,0.7574398971416734
75,0.760721318169751
76,0.7562287728386846
77,0.7560785417868332
78,0.7618001430210742
79,0.7612664987417784
80,0.7585956718010659
81,0.7525251065804199
82,0.7554085949774493
83,0.7573745341294191
84,0.7541926081546328
85,0.7580172039399092
86,0.758716833947057
87,0.7575441918928515
88,0.752741315825419
89,0.75644630828703
90,0.7482711654156446
91,0.753475592810322
92,0.7592592713507739
93,0.7600594262846492
94,0.7607600637711585
95,0.7564643334428017
96,0.7599541437388821
97,0.7501910553229126
98,0.7545484680343758
99,0.7533547273752365
100,0.7524094788188284
